Date,Right,Left,Average
2016-09-02,3.34,0.198333333333,1.76916666667
2016-08-29,4.0,4.0,4.0
2016-08-29,4.0,4.0,4.0
2016-08-20,0.251666666667,0.366666666667,0.309166666667
2016-07-35,4.0,4.0,4.0
2016-07-29,0.858333333333,0.438333333333,0.648333333333
2016-07-28,0.831666666667,0.185,0.508333333333
1343--,89.0,89.0,89.0
