Date,Right,Left,Average
2016-09-09,3.275,3.64666666667,3.46083333333
2016-09-01,3.58333333333,3.90333333333,3.74333333333
2016-08-25,4.385,3.99166666667,4.18833333333
2016-05-14,2.135,2.97,2.5525
